academy_id|region|academy_name|address|owner_name|phone_no|course_type|courses|tuition
17|평택|1618별관고등입시학원|경기도 평택시 중앙로 207 , 3층 전부 (비전동)|(주)일육일팔에듀|031-656-1618|보습|고등단과(영어/수학)|240000
18|용인|1:1수학코치학원|경기도 용인시 기흥구 구성3로28번길 32 , 503호 일부 (청덕동)일월프라자|표기선|070-8836-1001|보습|수학(고등),수학(중등),수학(초등)|250000
19|고양|1등급국어논술학원|경기도 고양시 일산서구 일현로 123 , 휴엔코아 305호 |김대형|031-923-7473|보습|고등국어 고급,고등국어 중급,고등국어 초급,고등논술 고급,고등논술 중급,고등논술 초급,초등논술|223000
20|김포|1등급학원|경기도 김포시 사우중로 77 , 삼정사이버프라자 401호 (북변동)|이영란|031-992-0095|보습||
21|광주하남|1등급학원|경기도 하남시 하남대로784번안길 6 , 3층일부(301호) (신장동,김밥천국)|윤지현||보습|고등국어1(주2회),고등국어2(주3회),고등국어3(주3회),고등국어4(주2회),고등수학1(주2회),고등수학2(주3회),고등수학3(주3회),고등수학4(주2회),고등수학5(주1회),고등수학6(주1회)|179000
22|용인|1프로학원|경기도 용인시 기흥구 죽전로 53 , 야후빌딩 401,402호 (보정동)|이순배|031-309-5070|보습|고등수학,사회,논술,중,고등영어,중등수학,초등수학|198000
23|안산|21세기미래보습학원|경기도 안산시 상록구 선암로 54 (본오동) |이행진|031-409-9999|보습|초등종합|125000
24|안산|21세기정석학원|경기도 안산시 단원구 초지로 90 , 410호 (초지동,태영프라자)|정남환||보습|고등종합|500000
25|안양과천|2관록키영어학원|경기도 안양시 동안구 평촌대로 119-1 , 401호 (호계동)|황경아|031-382-8285|보습|고1,2영어,고3영어,중1영어,중2,3영어|342000
26|광명|2관박대수영어학원|경기도 광명시 오리로 857 , 603호 (철산동)|주식회사이관박대수영어학원|02-2615-9669|보습|고등단과|250000
27|용인|2엠씨학원|경기도 용인시 기흥구 새천년로26번길 6  드림빌딩 502호 (신갈동)|김호경|031-281-0793|보습|고등(영,수),중등(영,수),초등(영,수)|210000
28|의정부|2월31일(이월삼십일일)학원|경기도 의정부시 장곡로 626  금오종합상가B동301.302.303 (신곡동)|유보람|031-852-0533|보습|고등국어,고등수학,고등영어,클리닉국어,클리닉영어|208000
29|김포|2호선학원|경기도 김포시 사우중로 92 , 303호 (사우동,청원프라자)|김주국|031-987-8071|보습|고1A반(수리),고2문과A(수리),고2문과B(수리),고2이과(수리),고3문과A(수리),고3문과B(수리),고3이과(수리),고등1영어,고등2반생물1,고등2반화학1,고등2영어,고등3반생물1,고등3반생물2,고등3반화학1,고등3반화학2,고등3영어,재수반(수리),중등1수학,중등1영어,중등2수학,중등2영어,중등3A반수학,중등3B반수학,중등3영어|224000
30|용인|3.14고등수학학원|경기도 용인시 수지구 광교중앙로 315 , 광교티타워 201, 202호 (상현동)|이용주|070-4714-8097|보습|수학(고등)|458000
31|광주하남|3030영어(오포센터)학원|경기도 광주시 오포읍 추자길 17 , 1층 (오포읍, 정빌딩)|김성희||보습|중등수학,중등영어,초등수학,초등영어|188000
32|고양|3030영어누리보습학원|경기도 고양시 덕양구 화신로 102 , 햇빛마을상가동 201호일부 (행신동)|소동희|031-938-0514|보습|중등 수학,중등 영어,초등 영어,초등 전과목,초등수학 1~2학년,초등수학 3~5학년,초등수학 6학년|180000
33|용인|3030영어마평학원|경기도 용인시 처인구 금령로173번길 6-10 , 3층일부 (마평동)|박정용||보습|영어 중등A,영어 중등B,영어 초등A,영어 초등B,영어 초등C|157000
34|안성|3030영어수학학원|경기도 안성시 중앙로 462 , 3층 (봉산동)|양정훈||보습|고등영어,중등수학,중등영어,초등수학,초등영어,초등종합|167000
35|용인|3030영어학원|경기도 용인시 처인구 이동면 백옥대로587번길 27 , 101호 (이동면)|고명아||보습|영어(중등),영어(초,중등)|180000
36|김포|3클래스(Class)학원|경기도 김포시 사우로9번길 7 , 101~102호 (사우동)|백경찬|031-988-1268|보습|과학(초등),과학(초중고실험),국어(초등),논술,사회(초등),수학(고등A),수학(고등B),수학(고등C),수학(고등D),수학(고등E),수학(교구초중),수학(중등A),수학(중등B),수학(중등C),수학(중등D),수학(중등E),수학(초등A),수학(초등B),수학(초등C),수학(초등D),수학(초등E),한자(초등)|174000
37|광주하남|4대1학원|경기도 광주시 문화로85번길 4  2층 (경안동)|김규림|031-764-1123|보습|초등(수학단과A),초등(수학단과B),초등단과(영어),초등종합A(국,수,사,과,영),초등종합B(국,수,사,과)|163000
38|김포|5301수학학원|경기도 김포시 김포한강4로 129 , 901호 (장기동,하나썬시티1동)|오세영|031-987-5301|보습|수학,영어,국어(고)A,수학,영어,국어(고)B,수학,영어,국어(중)A,수학,영어,국어(중)B,수학,영어,국어(초)A,수학,영어,국어(초)B,전과목수학(고등),전과목수학(중등),전과목수학(초등)|264000
39|고양|613해법보습학원|경기도 고양시 덕양구 통일로780번길 16 , 302호 (관산동,태인프라자)|정동섭|031-962-4582|보습|중등전과목1학년반,중등전과목2학년반,중등전과목3학년반,초등전과목1,2학년반,초등전과목3,4학년반,초등전과목5,6학년반|227000
40|광명|A(에이)아카데미학원|경기도 광명시 광이로 4   2층 (광명동)|양춘희|02-2612-1751|보습|단과(초등수학),단과(초등영어),종합(초등수학,영어)|239000
41|용인|A2K보습학원|경기도 용인시 기흥구 보정로 109 , 806호 (보정동, 현대프라자)|김태원|031-272-2717|보습|수학(고등),수학(중등)|295000
42|구리남양주|A7영어학원|경기도 구리시 이문안로 31  205호(교문동,구리두산아파트 상가동)|홍병기|031-558-9909|보습|영어고등A,영어고등B,영어중등A,영어중등B,영어초등A,영어초등B,영어초등C|236000
43|평택|ACE아카데미학원|경기도 평택시 동부공원로14번길 15 , 1층 전부 (비전동)|고윤옥|031-653-7174|보습|단과(국어/사회/과학),단과(국어/사회/과학)-초등,단과(수학)-중등,단과(수학)-초등,단과(수학/영어/국어)-고등,단과(영어)-중등,단과(영어)-초등|160000
44|김포|AC영수전문학원|경기도 김포시 풍무로 69 , 세병빌딩 4층 403호 (풍무동)|김광현||보습|수학(고등),수학(중등),수학(초등)|220000
45|용인|AK수학전문학원|경기도 용인시 수지구 현암로 99 (죽전동,죽전동 1175-9 제1종근린생활시설 (김홍주))|정애경|031-889-1779|보습|수학(고등),수학(중등),수학(초등),영어 고3반,영어 고등부,영어 중학생반,영어 초등(6학년),영어 초등(정규반)|317000
46|부천|and.sum(앤드썸)보습미술학원|경기도 부천시 삼작로 298 , 3층 일부 (도당동,대영빌딩)|강은진||보습/미술|고등수학,고등영어,중등수학,중등영어,초급미술1,초급미술2,초급미술3,초급미술4,초급미술5,초등1,2수학,초등3,4,5,6수학,초등영어기초|137000
47|파주|Ant학원|경기도 파주시 새꽃로 25 , 301호 (금촌동)|이수호|031-8071-3565|보습|과학(고등),국,영,수(중등),국,영,수,과,사(중등),국어(고등),국영수(고등),국영수사과(고등),사회(고등),수학(고등),영어(고등)|350000
48|화성오산|AOBC병점학원|경기도 화성시 효행로 1073 , 거성프라자 601호 (진안동,거성프라자)|김세훈|031-221-2880|보습|영어|160000
49|화성오산|AOBC학원|경기도 화성시 효행로 1056 , 탑프라자 704호 (병점동)|김세훈|031-239-0551|보습|영어/고,영어/중,영어/초|190000
50|부천|APEX(에이펙스)영어보습학원|경기도 부천시 부흥로303번길 56 , 우성프라자601호 (중동,우성프라자)|주식회사에이펙스아카데미|032-322-9821|보습|중등단과A,중등단과B,중등단과C,중등단과D|315000
51|용인|AP영어학원|경기도 용인시 수지구 만현로 120 , 403호 (상현동, SR프라자)|서민주||보습|영어(고등),영어(중등),영어(초등)|250000
52|가평|ASG 영어 수학 학원|경기도 가평군 설악면 신천중앙로 132 (설악면,남양슈퍼)|송지현|031-585-8209|보습|수학(고등),수학(중등),수학(초등),영어(고등),영어(중등),영어(초등)|183000
53|군포의왕|ATP(에이티피)학원|경기도 의왕시 갈미2로 30 미광프라자 302호|이호경||보습|과학(고등),과학(중등),과학(초등),수학(고등),수학(중등),수학(초등),영어(고등),영어(중등),영어(초등)|213000
54|김포|A클라스학원|경기도 김포시 통진읍 조강로 102 , 2층 (통진읍)|장수중|031-988-6044|보습|논술,수학,영어|77000
55|용인|A플러스학원|경기도 용인시 수지구 풍덕천로 122 , 하나로프라자 503-1호 (풍덕천동)|김정모||보습|고등보강1,고등보강2,고등정규,고등정규1,고등정규2,고등특강1,방학특강(고등),방학특강(중등),수학(고등),수학(중등),중등보강1,중등보강2,중등정규,중등특강1,초등보강,초등정규|287000
56|용인|B.A.D.학원|경기도 용인시 기흥구 강남로 12   스카이프라자 505호 (구갈동)|윤사희|031-275-8004|보습|국어(고등),수학(고등),수학(중등),영어(고등),영어(중등)|206000
57|구리남양주|B612학원|경기도 남양주시 경춘로1256번길 9 , 603호 (평내동, 오렌지웰빙타워)|배은정||보습|과학(고등),과학(중등),과학(초등),수학(고등),수학(중등),수학(초등)|193000
58|평택|BESTONE학원|경기도 평택시 송탄로 66 외 1필지 이충프라자 301호(3층) (이충동)|정신혜|031-667-3160|보습|고등단과(영,수),고등종합(영,수,국,과,한),중등수학,중등영어,중등종합,초등수학|282000
59|부천|BigApple(빅애플)영어보습학원|경기도 부천시 범안로 117 , 현대리치모아 513호 (범박동,현대리치모아)|안은영||보습|중등단과1,중등단과2,초등단과1,초등단과2,초등단과3,초등단과4,초등단과5|359000
60|화성오산|BK영어전문학원|경기도 화성시 동탄반석로 196 , 아이프라자 508호 (반송동)|이복열||보습|영어(고등),영어(중등),영어(초등)|342000
61|구리남양주|BLU영어수학학원|경기도 구리시 체육관로80번길 19 , 701호 일부 (수택동,도레미빌딩)|이승윤최선영|031-568-7984|보습|고등수학,고등영어,고등영어,수학,중등수학,중등영어,중등영어,수학,초등(국수사과),초등(국수사과심화수학),초등(국수사과한자),초등(국수사과한자심화수학),초등(국수통합교과),초등수학,초등심화수학,초등영어|209000
62|양평|BOM학원|경기도 양평군 양평읍 흥청길 20 (양평읍)|김강호|031-771-8211|보습·논술|고등영어/수학 선택,중등수학,중등영어,초등보습,초등영어|160000
63|구리남양주|BPM영재학원|경기도 구리시 응달말로 51 , 202호 일부 (인창동,성림상가)|윤병석|031-568-3305|보습|수학단과,영수연합,영수연합고,영수연합저,영어단과|229000
64|구리남양주|BSW영어학원|경기도 남양주시 천마산로 59 , 2층 일부 (호평동)|이승후||보습|영어고등,영어중등,영어초등|230000
65|군포의왕|BTM방선생보습학원|경기도 군포시 산본로 404 대주빌딩 604호|이지효|031-391-0101|보습|고등단과(5),고등단과(수학),고등단과(수학2),고등단과(수학3),고등단과(수학4),중등단과(수학),중등단과(수학12),중등단과(수학13),중등단과(수학14),중등단과(수학2),중등단과(수학3),중등단과(수학4),중등단과(수학5),중등단과(수학6),중등단과(수학7),중등단과(수학8),중등단과(수학9),중등당과(수학11),초등단과(수학1),초등단과(수학2),초등단과(수학3),초등단과(수학4),초등단과(수학5),초등단과(수학6)|257000
66|파주|BTM방선생수학학원|경기도 파주시 미래로602번길 11 , 메디스타워 402호 (와동동)|방미라|031-945-1933|보습|고등수학,중등수학,초등수학|307000
67|성남|C&A논술학원|경기도 성남시 분당구 판교로 375 , 204호 (삼평동,메가스페이스1)|황현서||보습|논술(중1),논술(중1S),논술(중2),논술(중3),논술(초등1~2),논술(초등3~4),논술(초등5,6),논술(초등5,6S)|184000
68|부천|C&I(씨앤아이)부천보습학원|경기도 부천시 길주로 199 , 4층 408호 일부, 409호, 6층 601호, 602호, 603호, 604호 (중동)|주식회사창의교육|032-321-6339|보습|고등부수학,과학실험(ES/CNI),과학이론2(기본,심화),과학이론4(과고/영재),수학특강2,수학특강4,영재종합반,중등수학2,중등수학4,초등부수학|191000
69|군포의왕|C&L학원|경기도 군포시 산본로386번길 5-1 , 202호 (산본동)|최재혁|031-392-3131|보습|영어/수학(고1,2)각각,영어/수학(고3)각각,영어/수학(중)각각|340000
70|군포의왕|C.M보습학원|경기도 의왕시 부곡복지관길 6 , 303호(제일프라자) (삼동)|김영주|031-462-2352|보습|수학고등1,수학고등2문과,수학고등2이과,수학고등3문과,수학고등3이과,수학에크미,수학중등1~3,수학중등탑티어,수학중등포맥스,수학초1,수학초2,수학초3~6,영어고1~3,영어에크미,영어중등1~3,영어중등탑티어,영어중등포맥스,영어초1~2,영어초3~6|245000
71|성남|C3플러스수학학원|경기도 성남시 수정구 위례광장로 310 , B동 705호 일부 (창곡동,우성트램타워)|김성민||보습|수학(고등),수학(중등),수학(초등)|417000
72|부천|callaninstitue(칼란인스티튜트)보습어학원|경기도 부천시 길주로 189 , 우신빌딩 601,602호 (중동,우신빌딩)|주서현황문희||보습/외국어|TEPS,고등영어(1,2학년),고등영어(3학년),문법,중등영어,초등영어,회화|297000
73|구리남양주|CAN수학학원|경기도 구리시 동구릉로 100   3층전체 (인창동)|박수재|031-562-3379|보습|수학고등,수학중등,수학초등|227000
74|부천|CEJ(씨이제이)영어수학보습학원|경기도 부천시 성주로 219 , 1층일부,2층전체 (심곡본동)|조은진|032-655-6089|보습|고등수학1,고등수학2,고등수학3,고등영어1,고등영어2,중등수학1,중등수학2,중등수학3,중등영어1,중등영어2,중등영어3,초등수학1,초등수학2,초등수학3,초등수학4,초등영어1,초등영어2,초등영어3,초등영어4,초등종합|168000
75|김포|CIA학원|경기도 김포시 김포한강2로 106 , 한강메디플러스 1동 301호 (장기동)|오셔저스틴(OsherJustinTodd)|070-4680-5825|보습|고등수학,유치부수학,중등수학,초등수학|255000
76|구리남양주|CJ에듀넷학원|경기도 구리시 건원대로34번길 27 , 세신인창종합상가 1001,1002,1003호 (인창동)|정호철|031-559-3387|보습|수학고등,수학중등,영어중등|170000
77|화성오산|CLS학원|경기도 오산시 수목원로468번길 6-3 , 202호~203호 (금암동)|손하영|031-375-0880|보습|수학(고등주2회),수학(고등주3회),수학(고등주5회),수학(주2회),수학(주3회),영어(월,수,금),영어(화목1부),영어(화목2부)|221000
78|화성오산|CMA학원|경기도 화성시 동탄문화센터로 71-3 ,  502호 (반송동,거산프라자)|성영석|031-8003-0017|보습|국어(고등),국어(중등),수학(고등),영어(고등),영어(중등)|324000
79|화성오산|CMS동탄교육원학원|경기도 화성시 동탄문화센터로 61 , 아시아프라자 401,402,403 (반송동)|이선영|031-8003-4664|보습|중등수학,초등수학|325000
80|화성오산|CMS영재교육학원|경기도 화성시 동탄순환대로 707 , 대성메디컬프라자2 603호 (영천동)|(주)신청담에듀|031-375-1288|보습|수학|158000
81|동두천양주|CNS학원|경기도 양주시 삼숭로38번길 80 , 2226호,2239호,2404호 (삼숭동)|연규용|유선전화 없음|보습|고등종합,중등종합,초등종합|363000
82|광명|CoreEnglish(코어잉글리쉬)2관영어학원|경기도 광명시 소하로 77 , 골든프라자 604호 (소하동,골든프라자)|박경태|02-897-8891|보습|영어단과(고등A),영어단과(고등B),영어단과(고등C)|233000
83|광명|CP수학학원|경기도 광명시 오리로 857 , 604호  (철산동)|이창재|02-2687-5500|보습|고등단과(수학),중등단과(수학)|290000
84|구리남양주|CSE천하과학전문학원|경기도 구리시 체육관로80번길 42 , 5층 일부 (수택동)|최재업||보습||
85|구리남양주|CS영어학원|경기도 남양주시 별내3로 340 , 404호 (별내동)|정지연|031-575-3905|보습| 온라인컨덴츠 초1,수학고,수학중,수학초,온라인컨덴츠 초2,중등영어,초등영어1,초등영어2,초등영어3|188000
86|군포의왕|CS중고등학원|경기도 군포시 군포로 486 , 401호, 유니빌딩 (당동)|윤석진|031-391-9883|보습|국,영,수(고등단과),국,영,수(고등종합),국,영,수(중등단과),국,영,수(중등종합)|442000
87|용인|D.H엘리트해법영어학원|경기도 용인시 수지구 정평로 16 , 신정마을 상가동 301호 (풍덕천동)|김대희|031-266-0982|보습|영어중등,영어초등A,영어초등B|180000
88|용인|DK매쓰앤잉글리쉬학원|경기도 용인시 수지구 정평로 146 , 현대빌딩 3층 |이병호|031-215-6190|보습|수학(고등1),수학(고등2),수학(고등3),수학(고등4),수학(고등5),수학(중등1),수학(중등2)|471000
89|화성오산|DNA영어학원|경기도 화성시 동탄솔빛로 48 , 601호 일부,602호 (반송동,거택프라자)|안수인|031-8003-3335|보습|고등영어,중등영어|275000
90|평택|DNA학원|경기도 평택시 평택3로 70-1 , 2층 전부 (비전동)|김철융|031-691-7182|보습|고등단과(국어),고등단과(영어,수학),중등단과(영어,수학)|217000
91|평택|DnB학원|경기도 평택시 경기대로 1381 (서정동)|이기백|031-663-4151|보습|고등수학1-단과,고등수학2-단과,고등영어,수학-종합,고등영어-단과,중등수학-단과,중등영어,수학-종합,중등영어-단과,초등수학-단과,초등영어,수학-종합,초등영어-단과|245000
92|화성오산|DTEDTM학원|경기도 화성시 동탄반석로 120 , 705호 (반송동,제일프라자)|함창모|031-613-5309|보습|수학고등부,수학중등부,수학초등부,영어고등부,영어중등부,영어초등|227000
93|파주|DW학원|경기도 파주시 미래로 369-13 , (한울프라자)501호 (동패동)|윤형식|031-948-6212|보습|고등수학,고등영어,논술,중등수학,중등영어,초등수학,초등영어|255000
94|구리남양주|E&A보습학원|경기도 남양주시 와부읍 수레로9번길 13 , 203호일부 (와부읍,아이비타워)|양희선|031-576-4668|보습|수학고등,수학초등,영어고등,영어초등,종합중등|210000
95|부천|E&MTOP(이엠탑)보습학원|경기도 부천시 상동로 113 승재프라자 507호 (상동)|박영철|032-329-3120|보습|수학(고등부),수학(중등부),영어(고등부),영어(중등부)|325000
96|군포의왕|E&M영수학원|경기도 군포시 금당로17번길 10 정마프라자 2층|권현주|031-391-5105|보습|수학(고등),수학(중등)A,수학(중등)B,수학(초등고),수학(초등저),영어(중등)A,영어(중등)B,영어(초등고),영어(초등저)|200000
97|부천|E&T(이엔티)수학보습학원|경기도 부천시 길주로 275 , 301호 (중동)|이상준|070-7519-0411|보습|고1수학A,고1수학B,고1수학C,고1수학D,고2문과A,고2문과B,고2문과C,고2문과D,고2이과A,고2이과B,고2이과C,고2이과D,고3문과A,고3문과B,고3문과C,고3문과D,고3문과E,고3이과A,고3이과B,고3이과C,고3이과D,고3이과E,중1수학,중2수학A,중2수학B,중3수학A,중3수학B|393000
98|광명|e(이)-해법수학학원|경기도 광명시 하안로287번길 15-1   인성빌딩 5층 501호 (하안동)|이은경|02-897-2090|보습·논술|단과(중등수학),단과(초등수학)|175000
99|부천|e(이)해법보습학원|경기도 부천시 부일로 753 , 703호 (역곡동)|현혜진||보습|중등수학,중등영어,초등과학,초등수학,초등영어|152000
100|부천|e(이)해법수학영어보습학원|경기도 부천시 오정로 249 , 301호 (오정동, 오정프라자)|이보선|032-673-5255|보습|수학(중),수학(초),영어(중),영어(초),전과목1,전과목2|163000
101|부천|e(이)해법에듀보습학원|경기도 부천시 조마루로 246 , 그린타운상가동206호,207호 (중동,그린타운)|정재헌|032-325-0808|보습|중등수학,중등영어,초등수학,초등영어|180000
102|평택|E-MATH아카데미학원|경기도 평택시 평택3로 109 2층 (비전동)|정의묵|031-654-8228|보습|고등수학,고등영어,중등수학,중등영어|190000
103|구리남양주|E-솔루션학원|경기도 구리시 장자대로86번길 14-18 , 4층일부 (수택동)|이진영|031-555-7752|보습|초등영어|140000
104|구리남양주|E-쉬운영수학원|경기도 남양주시 평내로29번길 49 , 402호 (평내동)|이미경||보습|국어고등1,국어고등2,국어고등3,국어중등1,국어중등2,국어중등3,국어초등1,국어초등2,국어초등3,독해고등1,독해고등2,독해고등3,독해중등1,독해중등2,독해중등3,독해초등1,독해초등2,독해초등3,수학고등1,수학고등2,수학고등3,수학중등1,수학중등2,수학중등3,수학초등1,수학초등2,수학초등3,영어고등1,영어고등2,영어고등3,영어중등1,영어중등2,영어중등3,영어초등1,영어초등2,영어초등3|198000
105|광명|E2(이투)학원|경기도 광명시 모세로 6   다상가 205호 (철산동)|이서형|02-2684-1222|보습|단과(고등영어),단과(중등영어)|232000
106|파주|EBS리틀엔우리학원|경기도 파주시 문산읍 방촌로 1720 , 상가동 203호 (문산읍, 휴먼시아)|백민정|031-952-4471|보습|교구수학,수학(중등),스토리텔링,영어(중등),영어(초등),전과목(중등),전과목(초등1,2),전과목(초등3,4),전과목(초등5,6),주산|136000
107|용인|EBS스스로배움터멘토영어학원|경기도 용인시 기흥구 동백중앙로 193 , 604호,605호 (중동)|허경진|031-274-3307|보습|고등1과정 국,영,수,사,과 각과목,고등2과정 국,영,수,사,과 각과목,고등3과정 국,영,수,사,과 각과목,고등3수리논술과정,고등3이과수학과정,과학(고등),과학(중등),과학(초등),국,영,수,사,과,각과목,국어(고등),국어(중등),국어(초등),사회(고등),사회(중등),사회(초등),수학(고등),수학(중등),수학(초등),영어(고등),영어(중등),영어(초등),중등1과정 국,영,수,사,과 각과목,중등2과정 국,영,수,사,과 각과목,중등3과정 국,영,수,사,과 각과목,초등1~5과정 국,영,수,사,과 각과목,초등6과정 국,영,수,사,과 각과목|221000
108|고양|EBT학원|경기도 고양시 덕양구 화신로272번길 3  대경프라자2 502-1호 (화정동)|전유선|031-974-0945|보습|고등영어,중등영어,초등영어|213000
109|용인|ECA수학과학학원|경기도 용인시 수지구 만현로 103  한길프라자 304호 (상현동)|김연신|031-265-4991|보습|과학(고등),과학(중등),과학(초등),국어(논술,고등),국어(논술,중등),국어(논술,초등),사회(고등),사회(중등),사회(초등),수학(고등),수학(중등),수학(초등)|183000
110|군포의왕|ECT학원|경기도 의왕시 보식골로 6 , 성원1차이화아파트상가동 404호  (오전동)|김미희|031-429-0151|보습|Pre-영어(초등),기초영어(초등),수학(중등),수학(초등),수학(특강),수학수리논술,영어(중등),영어(특강),중급영어(초등)|130000
111|구리남양주|ECY영재사관학원|경기도 남양주시 화도읍 창현로 15 |임영선|031-595-3670|보습|고등 단과반,고등 종합,중등(1~3)종합반,초등(1,2)종합반,초등(3~6)종합반|222000
112|부천|EDS(이디에스)보습학원|경기도 부천시 석천로 95 호원빌딩 5층 (중동)|최윤|032-323-7748|보습|고등과학,고등수학,중,고등영어,중등과학,중등수학,초등과학,초등수학,초등영어|185000
113|부천|EDU.ING(에듀아이엔지)보습음악학원|경기도 부천시 수도로206번길 16-19 2층 전체 (도당동)|김은아||보습, 음악|고급,중급,중등영,수,초급,초등영,수|151000
114|동두천양주|EIE덕정학원|경기도 양주시 회정로 114 , 5층 503호 (덕정동,금강종합쇼핑센터)|김재근|031-864-0582|보습|중등수학,중등영수할인,중등영어,초등수학,초등영수할인,초등영어,초중영어특강|233000
115|부천|EIGEN(아이겐)보습학원|경기도 부천시 성지로102번길 22  3층|김기주|032-678-1002|보습|고입단과,고입종합,대입단과수학문과,대입단과수학이과,대입단과영어,대입종합,초등단과수학,초등단과영어,초등종합1.2학년,초등종합3.4.5.6학년|196000
116|구리남양주|EK학원|경기도 구리시 장자대로86번길 38   새롬프라자 11차 3층 304호 (수택동)|김선순|031-557-1505|보습|수학고등,수학중등,영어,수학(고등),영어,수학(중등),영어고등,영어중등|397000
117|군포의왕|ELA영어학원|경기도 군포시 고산로151번길 26-4 , 205호 (당정동)|최미송||보습|영어(고등),영어(중등),영어(초등)Basic,영어(초등)Phonics,영어(초등)Prime,Advanced|194000
118|김포|ELS학원|경기도 김포시 고촌읍 장차로 23 , 길훈상가 301호 (고촌읍,길훈아파트)|표희진|031-985-1837|보습|영어(blue/A),영어(blue/B),영어(Green),영어(Red),영어(yellow),영어(중등)|133000
119|파주|EM study 학원|경기도 파주시 금빛로 44-1 , 힘찬프라자 603,604호 (금촌동)|정찬혜||보습|수학,영어(심화반),수학,영어(초중기초반)|155000
120|부천|EM(이엠)대한입시학원|경기도 부천시  상동로 69 , 301호 (상동)|김창수|032-213-5954|보습|고1단과,고2단과,고3단과,논술입시,중등논술,중등단과|234000
121|부천|EM(이엠)러닝센타보습학원|경기도 부천시 오정로232번길 51-23 , 2층 (오정동,맨스타빌딩)|김소연|032-671-7148|보습|고등단과,중등단과,중등종합,초등종합|182000
122|부천|EM(이엠)보습학원|경기도 부천시 원종로9번길 59 , 4층 일부 (원종동)|박은민||보습|고1 영어, 문과수학,고1 이과수학, 고2 영어, 문과수학,고2 이과수학, 고3 영어, 문과수학,고3 이과수학,초,중등(영,수)|258000
